LOCATION NAME,LOCATION OPERATOR,LOCATION,POOLING AREA,LOCATION TYPE,STATE,COUNTY,METER CAPACITY,
GSPL W MONROE CORE REC ,GULF SOUTH PIPELINE COMPA,803788,SOUTH,M2,LA,OUACHITA                      ,000150000,
RANDOL C.T.P.          ,ENABLE MIDSTREAM PARTNERS,803793,WEST1,M2,OK,CUSTER                        ,000000500,
SUMMIT TX DEL AREA #1  ,ENABLE GAS TRANSMISSION  ,803819,SOUTH,MQ,TX,UNDEFINED COUNTY              ,000074412,
DELTA LA DEL AREA #2   ,ENABLE GAS TRANSMISSION  ,803820,SOUTH,MQ,LA,UNDEFINED COUNTY              ,009512665,
SUMMIT ARK S DEL AREA 3,ENABLE GAS TRANSMISSION  ,803821,SOUTH,MQ,AR,UNDEFINED COUNTY              ,000319065,
SUMMIT ARK N DEL AREA 4,ENABLE GAS TRANSMISSION  ,803822,NORTH,MQ,AR,UNDEFINED COUNTY              ,001052526,
SUMMIT ARK WM DEL AREA ,ENABLE GAS TRANSMISSION  ,803823,NORTH,MQ,AR,UNDEFINED COUNTY              ,000067897,
SUMMIT OK FLEX DLAREA 6,ENABLE GAS TRANSMISSION  ,803824,NEUT ,MQ,OK,UNDEFINED COUNTY              ,000024373,
SUMMIT OK W2 DEL AREA 7,ENABLE GAS TRANSMISSION  ,803825,WEST2,MQ,OK,UNDEFINED COUNTY              ,000205507,
SUMMIT OK W1 DEL AREA 8,ENABLE GAS TRANSMISSION  ,803826,WEST1,MQ,OK,UNDEFINED COUNTY              ,000392890,
LAWTON FIELD IC        ,ENABLE MIDSTREAM PARTNERS,803834,WEST2,M2,OK,STEPHENS                      ,000001500,
ERICK FIELD IC         ,ENABLE MIDSTREAM PARTNERS,803847,WEST1,M2,OK,BECKHAM                       ,000001700,
NORTH CARTER FIELD IC  ,ENABLE MIDSTREAM PARTNERS,803849,WEST1,M2,OK,BECKHAM                       ,000016593,
ADA EAST C.T.P.        ,ENABLE MIDSTREAM PARTNERS,803863,WEST2,M2,OK,HUGHES                        ,000000500,
TET @ BALD KNOB DISP VP,TEXAS EASTERN TRANSMISSIO,803955,NORTH,M2,AR,WHITE                         ,000135000,
BOECKMAN C.T.P.        ,ENABLE MIDSTREAM PARTNERS,803986,WEST1,M2,OK,BLAINE                        ,000000500,
OLYPHANT MRT TO CEGT RE,ENABLE MISSISSIPPI RIVER ,804602,NORTH,M2,AR,JACKSON                       ,000200000,
SE APACHE FIELD_IC     ,ENABLE MIDSTREAM PARTNERS,804731,WEST2,M2,OK,CADDO                         ,000003000,
BINGHAM C.T.P.         ,ENABLE MIDSTREAM PARTNERS,804732,WEST2,M2,OK,GRADY                         ,000000500,
SOUTH CARLTON FIELD IC ,ENABLE MIDSTREAM PARTNERS,804995,WEST1,M2,OK,BLAINE                        ,000000500,
BARGER C.T.P.          ,ENABLE MIDSTREAM PARTNERS,804996,WEST1,M2,OK,CADDO                         ,000000100,
CRANE C.T.P.           ,ENABLE MIDSTREAM PARTNERS,804998,WEST1,M2,OK,CADDO                         ,000000500,
THOMPSON C.T.P.        ,ENABLE MIDSTREAM PARTNERS,805018,WEST1,M2,OK,CUSTER                        ,000000500,
2-160 C.T.P.           ,ENABLE MIDSTREAM PARTNERS,805019,WEST1,M2,OK,CUSTER                        ,000000750,
FOWLER C.T.P.          ,ENABLE MIDSTREAM PARTNERS,805022,WEST1,M2,OK,CUSTER                        ,000000750,
PURVIS C.T.P.          ,ENABLE MIDSTREAM PARTNERS,805026,WEST1,M2,OK,ROGER MILLS                   ,000000750,
NW REYDON FIELD IC     ,ENABLE MIDSTREAM PARTNERS,805082,WEST1,M2,OK,ROGER MILLS                   ,000000750,
POTTER C.T.P.          ,ENABLE MIDSTREAM PARTNERS,805083,WEST1,M2,OK,BLAINE                        ,000000500,
SE CRANE FIELD IC      ,ENABLE MIDSTREAM PARTNERS,805084,WEST1,M2,OK,BLAINE                        ,000000500,
SOUTHERN STAR @ JANE RE,SOUTHERN STAR CENTRAL GAS,805091,NORTH,M2,MO,MCDONALD                      ,000270000,
CGT PV CORE DEL        ,COLUMBIA GULF TRANSMISSIO,805092,SOUTH,MQ,LA,RICHLAND                      ,000546000,
SONAT PV CORE DEL      ,SOUTHERN NATURAL GAS PIPE,805094,SOUTH,MQ,LA,OUACHITA                      ,000097560,
EOIT  NEUTRAL DEL DISP ,ENOGEX - LATIMER         ,805102,NEUT ,MQ,OK,LATIMER                       ,000146934,
CITY OF WINFIELD PWR   ,CITY OF WINFIELD         ,805107,WEST1,MQ,KS,COWLEY                        ,000033000,
MRT @ DIXIE DISPLACEMNT,ENABLE MISSISSIPPI RIVER ,805135,SOUTH,M2,LA,CADDO                         ,000050000,
ONEOK WESTEX SUMMARY RE,RED RIVER GAS PIPELINE CO,805222,WEST1,M2,TX,HEMPHILL                      ,000283000,
TETCO W MONROE CORE REC,TEXAS EASTERN GAS PIPELIN,805225,SOUTH,M2,LA,OUACHITA                      ,000150000,
WASKOM PLANT TAILGATE  ,ENABLE MIDSTREAM PARTNERS,805228,SOUTH,M2,TX,HARRISON                      ,000387894,
BLACK HILLS TB/RE DEL  ,PEOPLES NATURAL GAS      ,805241,WEST1,MQ,KS,COWLEY                        ,000000500,
WRIGHT DEAN CTP        ,ENABLE MIDSTREAM PARTNERS,805244,WEST1,M2,OK,CUSTER                        ,000000100,
O-WEST SUMMARY         ,ENABLE MIDSTREAM PARTNERS,805298,NEUT ,M2,OK,PITTSBURG                     ,000175000,
AOG @ CHISMVILLE       ,ARKANSAS OKLAHOMA GAS COR,805304,NORTH,M2,AR,SEBASTIAN                     ,000006000,
TEMPLE INLAND ELDORADO ,ENABLE GAS TRANSMISSION  ,805317,SOUTH,MQ,AR,UNION                         ,000000001,
LANXESS SOL CENTRAL PLT,GREAT LAKES CHEMICAL CORP,805319,SOUTH,MQ,AR,UNION                         ,000007500,
BLACK HILLS TO CLARKSVI,BLACK HILLS ENERGY ARKANS,805451,NORTH,MQ,AR,JOHNSON                       ,000002000,
BLACK HILLS  TO PARIS/M,BLACK HILLS ENERGY ARKANS,805452,NORTH,MQ,AR,JOHNSON                       ,000017000,
XTO   LINE F           ,XTO ENERGY INC           ,805467,SOUTH,M2,LA,WEBSTER                       ,000070000,
ANTHONY CTP            ,ENABLE MIDSTREAM PARTNERS,805493,NORTH,M2,OK,LE FLORE                      ,000000100,
N MAYFIELD IC          ,ENABLE MIDSTREAM PARTNERS,805536,WEST1,M2,OK,BECKHAM                       ,000020000,
CHISMVILLE             ,ENABLE MIDSTREAM PARTNERS,805537,NORTH,M2,AR,LOGAN                         ,000115000,
AIRPORT FIELD          ,ENABLE MIDSTREAM PARTNERS,805619,WEST2,M2,OK,GRADY                         ,000000500,
ELM GROVE SUMMARY      ,ENABLE MIDSTREAM PARTNERS,805626,SOUTH,M2,LA,BOSSIER                       ,000150000,
ENTERGY HOT SPRING     ,ENTERGY ARKANSAS LLC     ,806125,SOUTH,MQ,AR,HOT SPRING                    ,000535000,
BLACK HILLS AR @ OM-1  ,BLACK HILLS ENERGY ARKANS,808352,NORTH,MQ,AR,WASHINGTON                    ,000106693,
CERC E TX DEL AREA 501 ,ENABLE GAS TRANSMISSION  ,808355,SOUTH,MQ,TX,UNDEFINED COUNTY              ,001779453,
AOG @ RED OAK REC      ,ARKANSAS OKLAHOMA GAS COR,808485,NEUT ,M2,OK,LATIMER                       ,000010000,
AOG IC LINE BT -14     ,ARKANSAS OKLAHOMA GAS COR,808547,NORTH,MQ,AR,SEBASTIAN                     ,000021000,
GULF RUN DELHI_REC     ,ENABLE GAS TRANSMISSION  ,808575,SOUTH,M2,LA,RICHLAND                      ,000180000,
CP DELIVERY TO WASKOM  ,ENABLE GAS TRANSMISSION  ,808610,CP   ,MQ,TX,HARRISON                      ,000102000,
MARKWEST GATH SYS DISP ,MARKWEST OKLAHOMA GAS COM,808659,NEUT ,MQ,OK,PITTSBURG                     ,000340000,
ENBRIDGE DD TO CP DISP ,ENABLE GAS TRANSMISSION  ,808660,CP   ,MQ,TX,PANOLA                        ,000445000,
PTP RECEIPT            ,ENABLE GAS TRANSMISSION  ,808738,SOUTH,M2,LA,OUACHITA                      ,000400000,
PTP DELIVERY           ,ENABLE GAS TRANSMISSION  ,808739,SOUTH,MQ,LA,OUACHITA                      ,000400000,
ACADIAN RED RIVER      ,ENABLE GAS TRANSMISSION  ,808762,CP   ,MQ,LA,RED RIVER                     ,000445000,
MANSFIELD WARE SUMMARY ,ENABLE MIDSTREAM PARTNERS,808764,NORTH,M2,AR,SEBASTIAN                     ,000092000,
EOIT CADDO DISPL DEL   ,ENABLE GAS TRANSMISSION  ,808768,WEST1,MQ,OK,CADDO                         ,000250000,
BECKHAM CTP DISPL      ,ENABLE MIDSTREAM PARTNERS,808770,WEST1,MQ,OK,BECKHAM                       ,000013000,
TABLER FIELD IC DISPL  ,ENABLE MIDSTREAM PARTNERS,808772,WEST2,MQ,OK,GRADY                         ,000000300,
BRADLEY PLANT IC       ,ENABLE GAS GATHERING LLC ,808775,WEST2,M2,OK,GRADY                         ,000378000,
SOUTH BONANZA SUMMARY  ,ENABLE MIDSTREAM PARTNERS,808961,NORTH,M2,AR,SEBASTIAN                     ,000015000,
WASKOM PLANT CORE TETLP,ENABLE GAS TRANSMISSION  ,809323,SOUTH,MQ,TX,HARRISON                      ,000025000,
MARKWEST GATHERING SYS ,MARKWEST OKLAHOMA GAS COM,810004,NEUT ,M2,OK,PITTSBURG                     ,000398000,
MARKWEST ARAPAHO PLANT ,MARKWEST OKLAHOMA GAS COM,810010,WEST1,M2,OK,CUSTER                        ,000252000,
CADEVILLE CP REC       ,ENABLE GAS TRANSMISSION  ,810066,CP   ,M2,LA,OUACHITA                      ,000250000,
CADEVILLE CP DEL       ,ENABLE GAS TRANSMISSION  ,810067,CP   ,MQ,LA,OUACHITA                      ,000250000,
SWEPCO HARRY MATTISON  ,SOUTHWESTERN ELECTRIC POW,811005,NORTH,MQ,AR,WASHINGTON                    ,000090000,
CANADIAN CTP           ,ENABLE MIDSTREAM PARTNERS,811006,NEUT ,M2,OK,PITTSBURG                     ,000163000,
ETC HPL TO CP REC      ,ENABLE GAS TRANSMISSION  ,822000,CP   ,M2,TX,PANOLA                        ,000445000,
EASTRANS DEL DISP CP   ,ENABLE GAS TRANSMISSION  ,822010,CP   ,MQ,TX,PANOLA                        ,000150000,
GSPL HEADER REC        ,ENABLE GAS TRANSMISSION  ,822011,CP   ,M2,TX,PANOLA                        ,000150000,
MARLIN MIDSTREAM DISP  ,ENABLE GAS TRANSMISSION  ,822025,CP   ,M2,TX,PANOLA                        ,000100000,
PVG STORAGE HEADER REC ,ENABLE GAS TRANSMISSION  ,822033,CP   ,M2,LA,RICHLAND                      ,000445000,
MAGNOLIA GAS - KEATCHIE,ENABLE GAS TRANSMISSION  ,822040,CP   ,M2,LA,DE SOTO                       ,000445000,
CHK/LAMID-MANSFIELD    ,ENABLE GAS TRANSMISSION  ,822050,CP   ,M2,LA,DE SOTO                       ,000445000,
CLEAR LAKE CP IC       ,ENABLE GAS TRANSMISSION  ,822062,CP   ,M2,LA,RED RIVER                     ,000380000,
MAGNOLIA CP IC         ,ENABLE GAS TRANSMISSION  ,822064,CP   ,M2,LA,BIENVILLE                     ,000445000,
STATE LINE GATH/MOMENTU,ENABLE GAS TRANSMISSION  ,822070,CP   ,M2,LA,CADDO                         ,000250000,
REGENCY @ LOGANSPORT   ,ENABLE GAS TRANSMISSION  ,822072,CP   ,M2,LA,CADDO                         ,000368000,
BISTINEAU WHISKEY BAY  ,ENABLE GAS TRANSMISSION  ,822080,CP   ,M2,LA,RED RIVER                     ,000445000,
ARCADIA CP IC REC      ,ENABLE GAS TRANSMISSION  ,822090,CP   ,M2,LA,BIENVILLE                     ,000445000,
ARCADIA IC CP DEL      ,ENABLE GAS TRANSMISSION  ,822091,CP   ,MQ,LA,BIENVILLE                     ,000500000,
ENTERPRISE BULLDOG     ,ENABLE GAS TRANSMISSION  ,822320,CP   ,M2,TX,PANOLA                        ,000445000,
PVG STORAGE HEADER DEL ,ENABLE GAS TRANSMISSION  ,822333,CP   ,MQ,LA,RICHLAND                      ,000445000,
ONEOK @ RED OAK DISP   ,ONEOK GAS TRANSPORTATION ,830656,NEUT ,MQ,OK,LATIMER                       ,000150000,
SWEPCO STALL PLANT     ,SOUTHWESTERN ELECTRIC POW,844110,SOUTH,MQ,LA,CADDO                         ,000173292,
WALKER CREEK IC        ,QUANTUM RESOURCES MANAGEM,850002,SOUTH,M2,AR,COLUMBIA                      ,000066000,
MAGNET COVE GEN STATION,ARK ELECTRIC CO OP CORP  ,874120,NORTH,MQ,AR,HOT SPRING                    ,000262000,
TYSON  @ SCRANTON      ,TYSON FOODS  INC.        ,880801,NORTH,MQ,AR,LOGAN                         ,000021130,
GULF SOUTH @ W STERLING,GULF SOUTH PIPELINE COMPA,885605,SOUTH,MQ,LA,UNION                         ,000000125,
GULF SOUTH @ SPENCER #2,GULF SOUTH PIPELINE COMPA,885606,SOUTH,MQ,LA,UNION                         ,000000100,
GULF SOUTH @ HAILE #2  ,GULF SOUTH PIPELINE COMPA,885607,SOUTH,MQ,LA,UNION                         ,000000098,
BP F&H IC              ,ENABLE MIDSTREAM PARTNERS,886975,NEUT ,M2,OK,LATIMER                       ,000300000,
SESH 42 HEADER DEL     ,ENABLE GAS TRANSMISSION  ,898400,CP   ,MQ,LA,RICHLAND                      ,000445000,
SESH FM-65 CORE DEL    ,SESH                     ,898401,SOUTH,MQ,LA,RICHLAND                      ,000393300,
SESH 42 HEADER REC     ,ENABLE GAS TRANSMISSION  ,898402,CP   ,MQ,LA,RICHLAND                      ,000445000,
SESH FM-65 CORE REC    ,SESH                     ,898403,SOUTH,M2,LA,RICHLAND                      ,000393300,
SESH/SONAT HEADER REC  ,ENABLE GAS TRANSMISSION  ,898500,CP   ,M2,LA,RICHLAND                      ,000255000,
SESH/SONAT HEADER DEL  ,ENABLE GAS TRANSMISSION  ,898501,CP   ,MQ,LA,RICHLAND                      ,000255000,
WEATHERFORD FIELD DISPL,ENABLE MIDSTREAM PARTNERS,898502,WEST1,MQ,OK,CUSTER                        ,000010000,
SW MINCO FIELD DISPL   ,ENABLE MIDSTREAM PARTNERS,898503,WEST2,MQ,OK,GRADY                         ,000004000,
MISTLETO TO EGT DISPL  ,ENABLE MIDSTREAM PARTNERS,898504,WEST1,MQ,OK,CUSTER                        ,000009000,
SE CUSTER CITY DISPL   ,ENABLE MIDSTREAM PARTNERS,898506,WEST1,MQ,OK,BLAINE                        ,000003000,
LINE 2 C.T.P. DISPL    ,ENABLE MIDSTREAM PARTNERS,898507,WEST1,MQ,OK,CUSTER                        ,000002500,
TETRA TECHNOLOGIES_INC ,TETRA TECHNOLOGIES INC   ,898600,SOUTH,MQ,AR,UNION                         ,000018505,
LOCATION NAME,LOCATION OPERATOR,LOCATION,POOLING AREA,LOCATION TYPE,STATE,COUNTY,METER CAPACITY,
INDUSTRIAL STEAM PROD  ,INDUSTRIAL STEAM PRODUCT ,012730,MARKT,MQ,IL,ST. CLAIR                     ,000004100,
XTO TO WEST LINE       ,XTO ENERGY INC           ,012744,FIELD,M2,LA,WEBSTER                       ,000050000,
DUKE @ PERRYVILLE REC  ,REGENCY FIELD SERVICES LL,012745,FIELD,M2,LA,OUACHITA                      ,000070000,
TRUNKLINE CLAY CO REC  ,TRUNKLINE GAS COMPANY    ,012817,MARKT,M2,IL,CLAY                          ,000153383,
TET SIKESTON REC       ,TEXAS EASTERN TRANSMISSIO,012818,MARKT,M2,MO,STODDARD                      ,000006100,
NESTLE PURINA PETCARE  ,NESTLE PURINA PET CARE CO,012819,MARKT,MQ,MO,STODDARD                      ,000006000,
WATERLOO  CITY OF      ,CITY OF WATERLOO         ,012963,MARKT,MQ,IL,MONROE                        ,000005000,
PERRYVILLE DISP - EGT  ,ENABLE MISSISSIPPI RIVER ,012993,FIELD,MQ,LA,OUACHITA                      ,000395033,
TRUNKLINE CLAY CO DEL  ,TRUNKLINE GAS COMPANY    ,013091,MARKT,MQ,IL,CLAY                          ,000032000,
AMERENUE RACCOON CREEK ,UNION ELECTRIC COMPANY D/,013142,MARKT,MQ,IL,CLAY                          ,000136000,
TET BALD KNOB WHITE CO ,TEXAS EASTERN TRANSMISSIO,013313,MARKT,MQ,AR,WHITE                         ,000050000,
BIG RIVER ZINC         ,BIG RIVER ZINC COMPANY   ,090125,MARKT,MQ,IL,ST. CLAIR                     ,000001500,
ARNOLD MUFFLER         ,J & J REAL ESTATE INVESTM,090178,MARKT,MQ,MO,JEFFERSON                     ,000000200,
ELEMENTIS PIGMENTS     ,ELEMENTIS PIGMENTS INC   ,090180,MARKT,MQ,IL,ST. CLAIR                     ,000004000,
ST. LOUIS BUILDING ARTS,ST. LOUIS BUILDING ARTS F,090185,MARKT,MQ,IL,ST. CLAIR                     ,000000500,
MAGNESIUM ELEKTRON     ,MAGNESIUM ELEKTRON NORTH ,090200,MARKT,MQ,IL,MADISON                       ,000004000,
CITY OF CHESTER        ,CITY OF CHESTER  ILLINOIS,090217,MARKT,MQ,IL,RANDOLPH                      ,000005000,
NORTH CROSSETT UTIL    ,NORTH CROSSETT UTILITIES ,090218,FIELD,MQ,AR,ASHLEY                        ,000001000,
RED BUD  CITY OF       ,CITY OF RED BUD  ILLINOIS,090220,MARKT,MQ,IL,MONROE                        ,000002349,
SPECIALTY GRANULES     ,SPECIALTY GRANULES INC   ,090225,MARKT,MQ,MO,IRON                          ,000003500,
BISMARK  CITY OF       ,CITY OF BISMARCK  MISSOUR,090235,MARKT,MQ,MO,ST. FRANCOIS                  ,000000993,
POTOSI  CITY OF        ,CITY OF POTOSI  MISSOURI ,090240,MARKT,MQ,MO,ST. FRANCOIS                  ,000004262,
EMP @ SLIGO REC        ,ENABLE MIDSTREAM PARTNERS,090386,FIELD,M2,LA,BOSSIER                       ,000136000,
TGT BOARDWALK REC      ,TEXAS GAS TRANSMISSION LL,090722,MARKT,M2,AR,WHITE                         ,000300000,
EGT A-322 REC          ,ENABLE MISSISSIPPI RIVER ,090950,FIELD,M2,LA,LINCOLN                       ,000325000,
WESTLINE TO LINE F A322,ENABLE GAS TRANSMISSION  ,090951,FIELD,MQ,LA,LINCOLN                       ,000075000,
PECO FOODS CORNING     ,PECO FOODS  INC.         ,090965,MARKT,MQ,AR,CLAY                          ,000004136,
EGT @ AM-200           ,ENABLE GAS TRANSMISSION  ,090998,FIELD,MQ,TX,HARRISON                      ,000255000,
SUNCOKE ENERGY INC     ,SUNCOKE (GATEWAY)        ,090999,MARKT,MQ,IL,MADISON                       ,000010000,
MO GAS MADISON CO DEL  ,MISSOURI PIPELINE COMPANY,091030,MARKT,MQ,IL,MADISON                       ,000051500,
MO GAS PIPELINE REC    ,MISSOURI PIPELINE COMPANY,091031,MARKT,M2,IL,MADISON                       ,000050000,
GREEN PLAINS - MADISON ,GREEN PLAINS TRADE GROUP ,092020,MARKT,MQ,IL,MADISON                       ,000010000,
CRYSALISBIO            ,CRYSALIS BIOSCIENCES INC.,092135,MARKT,MQ,IL,ST. CLAIR                     ,000011000,
NGPL MADISON CO (IL)   ,NATURAL GAS PIPELINE COMP,092136,MARKT,M2,IL,MADISON                       ,000065000,
OMEGA @ LINE ALE MRT   ,OMEGA PARTNERS III  LLC  ,092138,MARKT,MQ,IL,MADISON                       ,000003140,
STL CHAIN OF ROCKS REC ,SPIRE STL PIPELINE LLC   ,100007,MARKT,M2,MO,ST. LOUIS                     ,000225000,
STL CHAIN OF ROCKS DEL ,SPIRE STL PIPELINE LLC   ,100008,MARKT,MQ,MO,ST. LOUIS                     ,000225000,
INGEVITY CROSSETT      ,INGEVITY ARKANSAS  LLC   ,291314,FIELD,MQ,AR,ASHLEY                        ,000040000,
CERC AGGREGAT LOUISIANA,CENTERPOINT ENERGY ARKLA ,292376,FIELD,MQ,LA,CADDO                         ,000050000,
BLACK BEAR LAWR CO DEL ,BLACK BEAR TRANSMISSION L,292412,MARKT,MQ,AR,LAWRENCE                      ,000150000,
AMERESCO LANDFILL RCPT ,AMERESCO ROXANA RNG LLC  ,292619,MARKT,M2,IL,MADISON                       ,000004000,
AMERESCO LANDFILL DLVY ,AMERESCO ROXANA RNG LLC  ,292620,MARKT,MQ,IL,MADISON                       ,000000740,
GRANITE CITY STEEL     ,UNITED STATES STEEL CORPO,805495,MARKT,MQ,IL,MADISON                       ,000075000,
OLIN CORPORATION       ,OLIN CORPORATION         ,805498,MARKT,MQ,IL,MADISON                       ,000010000,
ELEMENTIS SPECIALTIES  ,ELEMENTIS SPECIALTIES  IN,805499,MARKT,MQ,MO,ST. LOUIS                     ,000001900,
CERRO FLOW PRODUCTS    ,CERRO FLOW PRODUCTS LLC  ,805501,MARKT,MQ,IL,ST. CLAIR                     ,000003000,
ATMOS MO AGGREGATE     ,LIBERTY UTILITIES (MIDSTA,805502,MARKT,MQ,MO,IRON                          ,000007500,
ALTON STEEL  INC       ,ALTON STEEL INC.         ,805503,MARKT,MQ,IL,MADISON                       ,000014000,
GP CONSUMER OPERATIONS ,GP CONSUMER PRODUCTS OPER,805505,FIELD,MQ,AR,ASHLEY                        ,000035000,
GENERAL CHEMICAL       ,GENERAL CHEMICAL CORP    ,805506,MARKT,MQ,IL,ST. CLAIR                     ,000000750,
MISSISSIPPI LIME       ,MISSISSIPPI LIME COMPANY ,805507,MARKT,MQ,MO,STE. GENEVIEVE                ,000011000,
AMERICAN STEEL FOUND   ,AMSTED RAIL COMPANY  INC ,805508,MARKT,MQ,IL,MADISON                       ,000004500,
AMEREN VENICE ILLINOIS ,UNION ELECTRIC COMPANY D/,805513,MARKT,MQ,IL,MADISON                       ,000145000,
WRB REFINING LP        ,CONOCOPHILLIPS           ,805514,MARKT,MQ,IL,MADISON                       ,000236800,
BP PRODUCTS            ,AMOCO PETROLEUM ADDITIVES,805515,MARKT,MQ,IL,MADISON                       ,000003000,
RIVER CEMENT COMPANY   ,RIVER CEMENT COMPANY  INC,805517,MARKT,MQ,MO,JEFFERSON                     ,000018000,
SOLUTIA KRUMMRICH      ,SOLUTIA INC              ,805519,MARKT,MQ,IL,ST. CLAIR                     ,000019000,
TRIGEN ENERGY-ST LOUIS ,TRIGEN ST. LOUIS ENERGY C,805523,MARKT,MQ,MO,ST. LOUIS                     ,000012500,
SPIRE MO AGGREGATE     ,SPIRE MISSOURI INC       ,805526,MARKT,MQ,MO,ST. LOUIS                     ,000815000,
HAZEN  CITY OF         ,CITY OF HAZEN  ARKANSAS  ,805527,MARKT,MQ,AR,LONOKE                        ,000001800,
DUPO  VILLAGE OF       ,VILLAGE OF DUPO  ILLINOIS,805528,MARKT,MQ,IL,ST. CLAIR                     ,000002000,
AUGUSTA  CITY OF       ,CITY OF AUGUSTA  ARKANSAS,805529,MARKT,MQ,AR,WHITE                         ,000001357,
ATMOS IL AGGREGATE     ,LIBERTY UTILITIES (MIDSTA,805532,MARKT,MQ,IL,CLINTON                       ,000001200,
SUMMIT AGGREGATE FIELD ,SUMMIT UTILITIES ARKANSAS,805533,FIELD,MQ,AR,ASHLEY                        ,000050000,
AMEREN IL AGGREGATE    ,AMEREN ILLINOIS COMPANY D,805535,MARKT,MQ,IL,ST. CLAIR                     ,000125000,
SUMMIT AGGREGATE MARKET,SUMMIT UTILITIES ARKANSAS,805546,MARKT,MQ,AR,JACKSON                       ,000050000,
GLENDALE - EGT FLD RCPT,ENABLE GAS TRANSMISSION  ,805547,FIELD,M2,AR,LINCOLN                       ,000900000,
NOARK TO MRT LAWRENCE  ,BLACK BEAR TRANSMISSION L,805548,MARKT,M2,AR,LAWRENCE                      ,000096000,
PERRYVILLE-CEGT/ANR    ,ENABLE MISSISSIPPI RIVER ,805549,FIELD,MQ,LA,OUACHITA                      ,000750000,
NGPL @ SHATTUC/CLINTON ,NATURAL GAS PIPELINE COMP,805588,MARKT,M2,IL,CLINTON                       ,000270000,
PERRYVILLE - EGT       ,ENABLE GAS TRANSMISSION  ,805596,FIELD,MQ,LA,OUACHITA                      ,000850000,
EGT @ DIXIE REC        ,ENABLE GAS TRANSMISSION  ,805597,FIELD,M2,LA,CADDO                         ,000280000,
REGENCY GATH WEST LINE ,KERR MCGEE CORPORATION   ,805598,FIELD,M2,LA,LINCOLN                       ,000035000,
EGT @ SHERRILL AR REC  ,ENABLE MISSISSIPPI RIVER ,805601,MARKT,M2,AR,JEFFERSON                     ,000150000,
OLYPHANT - EGT         ,ENABLE GAS TRANSMISSION  ,805602,MARKT,M2,AR,JACKSON                       ,000265000,
STORAGE                ,ENABLE MISSISSIPPI RIVER ,805607,FIELD,MQ,LA,LINCOLN                       ,000100000,
