LOCATION NAME,LOCATION OPERATOR,LOCATION,POOLING AREA,LOCATION TYPE,STATE,COUNTY,METER CAPACITY,
TAYLOR A #1-32         ,HANNA OIL & GAS CO       ,007164,NORTH,M2,OK,LE FLORE                      ,000014027,
LAWRENCE #1-14         ,BRG ENERGY INC           ,007165,NEUT ,M2,OK,LATIMER                       ,000000500,
MCMILLAN #3 CP         ,MMGK EAST TEXAS LLC      ,007285,NORTH,M2,AR,JOHNSON                       ,000009000,
VESTA BLUE MT GATH SYS ,BRG PETROLEUM LLC        ,007349,NEUT ,M2,OK,PITTSBURG                     ,000003000,
PINE PIPELINE DEL      ,PINE PIPELINE INC        ,007401,SOUTH,MQ,LA,OUACHITA                      ,000035000,
BTA CP                 ,BTA OIL PRODUCERS LLC    ,007427,NEUT ,M2,OK,LATIMER                       ,000004500,
BASHAM #2-34 CP        ,MERIT ENERGY COMPANY LLC ,007490,NORTH,M2,AR,SEBASTIAN                     ,000015000,
CROSSTEX/DFA WINSBORO  ,CROSSTEX PIPELINE COMPANY,007562,SOUTH,MQ,TX,WOOD                          ,000003500,
MORRISON BLUFF CTP     ,ENABLE MIDSTREAM PARTNERS,009545,NORTH,M2,AR,LOGAN                         ,000006500,
BLACKBURN #3-16 CP     ,OXLEY ENERGY  LLC        ,010335,NORTH,M2,AR,JOHNSON                       ,000002000,
EMP TO EGT @ F-358 (WS),ENABLE MIDSTREAM PARTNERS,010395,SOUTH,M2,TX,GREGG                         ,000010000,
MILEUR #2-23           ,BUNCH OIL AND GAS  LLC   ,010495,WEST2,M2,OK,GRADY                         ,000000750,
COLWICK-MCGUFFIN 1-19  ,KAISER-FRANCIS OIL COMPAN,010529,WEST2,M2,OK,GRADY                         ,000000500,
LONGSTREET FIELD CP    ,VERNON E FAULCONER INCORP,010538,SOUTH,M2,LA,DE SOTO                       ,000003000,
GREENBAY PACKING 1-6 CP,MMGK EAST TEXAS LLC      ,010546,NORTH,M2,AR,LOGAN                         ,000016000,
ROCKY MOUNT CP         ,TYGR ENERGY PARTNERS I  L,010576,SOUTH,M2,LA,BOSSIER                       ,000007500,
ONG @ WALTERS OK IC    ,OKLAHOMA NATURAL GAS CO  ,010656,WEST2,MQ,OK,COTTON                        ,000001000,
VERNA #1-6             ,PROVEN RESERVES MANAGEMEN,010665,WEST1,M2,OK,CUSTER                        ,000025301,
BLACKBURN #5-16 CP     ,OXLEY ENERGY  LLC        ,010730,NORTH,M2,AR,JOHNSON                       ,000000500,
DELAWARE CTP           ,ENABLE MIDSTREAM PARTNERS,010732,NORTH,M2,AR,JOHNSON                       ,000003000,
N/E CLARKSVILLE CTP    ,ENABLE MIDSTREAM PARTNERS,010733,NORTH,M2,AR,JOHNSON                       ,000005000,
OZARK CTP              ,ENABLE MIDSTREAM PARTNERS,010735,NORTH,M2,AR,JOHNSON                       ,000001000,
NNG @ RED MOON         ,NORTHERN NATURAL GAS COMP,010736,WEST1,M2,OK,CUSTER                        ,000300000,
OAK GROVE GUMLOG CTP   ,ENABLE MIDSTREAM PARTNERS,010743,NORTH,M2,AR,POPE                          ,000006100,
CHENIERE FIELD IC      ,ENABLE MIDSTREAM PARTNERS,010756,SOUTH,M2,LA,OUACHITA                      ,000003000,
PARKER #1-29 CP        ,RIVERFRONT EXPLORATION LL,011178,NORTH,M2,AR,FRANKLIN                      ,000000500,
NIMROD #1-36 CP        ,BOUNTY TRANSFER LLC      ,011201,WEST2,M2,OK,CADDO                         ,000052000,
JANEWAY CP             ,ENERQUEST OIL & GAS  LLC ,011225,NEUT ,M2,OK,LATIMER                       ,000010000,
POLAR STAINLESS        ,ENABLE GAS TRANSMISSION  ,011233,NORTH,MQ,AR,WHITE                         ,000000001,
SPEED QUEEN_ACCT@SEARCY,ENABLE GAS TRANSMISSION  ,011234,NORTH,MQ,AR,WHITE                         ,000000001,
LAND OF FROST_ACCT     ,ENABLE GAS TRANSMISSION  ,011235,NORTH,MQ,AR,WHITE                         ,000000320,
CONAGRA @ ATKINS-ACCT  ,ENABLE GAS TRANSMISSION  ,011236,NORTH,MQ,AR,POPE                          ,000000001,
CONAGRA @ CLINTON-ACCT ,ENABLE GAS TRANSMISSION  ,011237,NORTH,MQ,AR,VAN BUREN                     ,000000001,
PILGRIM @ ELDORADO-ACCT,ENABLE GAS TRANSMISSION  ,011238,SOUTH,MQ,AR,UNION                         ,000000001,
BUTTERBALL ACCT        ,ENABLE GAS TRANSMISSION  ,011255,NORTH,MQ,AR,SALINE                        ,000000500,
SAPA - MAGNOLIA_ACCT   ,ENABLE GAS TRANSMISSION  ,011258,SOUTH,MQ,AR,COLUMBIA                      ,000000001,
PRECISION IND ACCT     ,ENABLE GAS TRANSMISSION  ,011259,NORTH,MQ,AR,HOT SPRING                    ,000000001,
WHEATLAND TUBE-LR      ,ENABLE GAS TRANSMISSION  ,011260,NORTH,MQ,AR,SALINE                        ,000000001,
HELENA COTTON-HELENA   ,ENABLE GAS TRANSMISSION  ,011261,NORTH,MQ,AR,PHILLIPS                      ,000000001,
FORDYCE PICTURE FRAME  ,ENABLE GAS TRANSMISSION  ,011265,SOUTH,MQ,AR,DALLAS                        ,000000001,
PILG PRD NSHV ACCT     ,ENABLE GAS TRANSMISSION  ,011266,SOUTH,MQ,AR,HOWARD                        ,000000400,
DOCTOR'S HOSPITAL-LR   ,ENABLE GAS TRANSMISSION  ,011267,NORTH,MQ,AR,SALINE                        ,000000001,
TYS FD ACC-RUSSLVL     ,CENTERPOINT ENERGY ARKLA ,011268,NORTH,MQ,AR,POPE                          ,000000510,
TYS FDS POTTSV-ACC     ,CENTERPOINT ENERGY ARKLA ,011269,NORTH,MQ,AR,POPE                          ,000000250,
TYSON FOOD(W 22ND)-ACCT,CENTERPOINT ENERGY ARKLA ,011270,NORTH,MQ,AR,JEFFERSON                     ,000000001,
TYS FD-EM SAND-ACC     ,CENTERPOINT ENERGY ARKLA ,011271,NORTH,MQ,AR,JEFFERSON                     ,000000830,
TYS FD ACC(JEFF PK     ,CENTERPOINT ENERGY ARKLA ,011272,NORTH,MQ,AR,JEFFERSON                     ,000004010,
TYS FDS ACCT NASHV     ,CENTERPOINT ENERGY ARKLA ,011273,SOUTH,MQ,AR,HOWARD                        ,000002010,
TYS NSH HWY27S ACC     ,CENTERPOINT ENERGY ARKLA ,011274,SOUTH,MQ,AR,HOWARD                        ,000000350,
TYS GRN HWY71N ACC     ,CENTERPOINT ENERGY ARKLA ,011275,SOUTH,MQ,AR,POLK                          ,000000570,
TYS FD-NORTH LR_AC     ,CENTERPOINT ENERGY ARKLA ,011276,NORTH,MQ,AR,PULASKI                       ,000000150,
TYS DARDANELL ACCT     ,CENTERPOINT ENERGY ARKLA ,011277,NORTH,MQ,AR,YELL                          ,000001510,
PILGRIM DEQUEEN AC     ,CENTERPOINT ENERGY ARKLA ,011278,SOUTH,MQ,AR,SEVIER                        ,000001880,
SHELDON #2 CP          ,MERIT ENERGY COMPANY LLC ,011285,NORTH,M2,AR,FRANKLIN                      ,000000750,
DELTA FAU@CHICKASHA-ACC,CENTERPOINT ENERGY ARKLA ,011286,WEST2,MQ,OK,GRADY                         ,000000001,
MANGUM BRICK COMPANY   ,CENTERPOINT ENERGY ARKLA ,011287,WEST1,MQ,OK,GREER                         ,000000001,
CERC-PILG PRD MT PL ACC,CENTERPOINT ENERGY ARKLA ,011288,SOUTH,MQ,TX,TITUS                         ,000010940,
CERC-PILG PRD-PITT_ACCT,CENTERPOINT ENERGY ARKLA ,011289,SOUTH,MQ,TX,CAMP                          ,000003160,
REGAL WARE INC         ,CENTERPOINT ENERGY ARKLA ,011290,NORTH,MQ,AR,PULASKI                       ,000000001,
PET INC-CHICHASHA      ,CENTERPOINT ENERGY ARKLA ,011291,WEST2,MQ,OK,GRADY                         ,000000001,
CALUMET-SHREVEPORT ACCT,CENTERPOINT ENERGY ARKLA ,011292,SOUTH,MQ,LA,CADDO                         ,000000001,
CW HUMAN DEV-ACCT      ,CENTERPOINT ENERGY ARKLA ,011304,NORTH,MQ,AR,FAULKNER                      ,000001180,
ARVIN MERITOR-ACCT     ,CENTERPOINT ENERGY ARKLA ,011306,WEST2,MQ,OK,GRADY                         ,000000050,
DANSONS HOPE ACCT      ,ENABLE GAS TRANSMISSION  ,011308,SOUTH,MQ,AR,HEMPSTEAD                     ,000001500,
BETTY #1-25            ,RIVIERA OPERATING LLC    ,011324,WEST1,M2,OK,CUSTER                        ,000003000,
L'OREAL USA PRO AC     ,ENABLE GAS TRANSMISSION  ,011325,NORTH,MQ,AR,PULASKI                       ,000001200,
BAPT HLTH MED ACCT     ,ENABLE GAS TRANSMISSION  ,011327,NORTH,MQ,AR,PULASKI                       ,000002870,
SOUTHERN COTTON OIL CO ,ENABLE GAS TRANSMISSION  ,011328,NORTH,MQ,AR,PULASKI                       ,000000001,
CELOTEX CORP (CAMDEN)  ,ENABLE GAS TRANSMISSION  ,011329,SOUTH,MQ,AR,OUACHITA                      ,000000001,
WELSCO INC-ACCT        ,ENABLE GAS TRANSMISSION  ,011331,SOUTH,MQ,AR,UNION                         ,000000001,
DARLING ST FIX ACC     ,ENABLE GAS TRANSMISSION  ,011332,NORTH,MQ,AR,GREENE                        ,000000960,
RHEIN CHEM ACCT        ,ENABLE GAS TRANSMISSION  ,011333,NORTH,MQ,AR,PULASKI                       ,000000400,
DIAM PET FDS ACCT      ,ENABLE GAS TRANSMISSION  ,011334,NORTH,MQ,AR,DESHA                         ,000001610,
ANTHONY FOREST PRODUCTS,ENABLE GAS TRANSMISSION  ,011335,SOUTH,MQ,AR,UNION                         ,000000001,
BRIDGEST TIRE ACCT     ,ENABLE GAS TRANSMISSION  ,011336,NORTH,MQ,AR,POPE                          ,000000700,
HOT SPRINGS REHAB-ACCT ,ENABLE GAS TRANSMISSION  ,011337,NORTH,MQ,AR,GARLAND                       ,000000880,
NATIONAL LINEN #790    ,ENABLE GAS TRANSMISSION  ,011338,NORTH,MQ,AR,PULASKI                       ,000000001,
STONE CONTAINER_ACCT-LR,ENABLE GAS TRANSMISSION  ,011339,NORTH,MQ,AR,PULASKI                       ,000000001,
AMMUNITION OPS ACC     ,ENABLE GAS TRANSMISSION  ,011340,NORTH,MQ,AR,LONOKE                        ,000002310,
LINCOLN AUTOMOTIVE_ACCT,ENABLE GAS TRANSMISSION  ,011341,NORTH,MQ,AR,CRAIGHEAD                     ,000000001,
POLYVEND INC           ,ENABLE GAS TRANSMISSION  ,011342,NORTH,MQ,AR,FAULKNER                      ,000000001,
WHEEL BRICK CO ACC     ,ENABLE GAS TRANSMISSION  ,011343,NORTH,MQ,AR,CRAIGHEAD                     ,000000470,
POTLATCH CORP (WARREN) ,ENABLE GAS TRANSMISSION  ,011344,NORTH,MQ,AR,ARKANSAS                      ,000000001,
MIDSOUTH MFG INC       ,ENABLE GAS TRANSMISSION  ,011345,NORTH,MQ,AR,CRITTENDEN                    ,000000001,
ST VINC INFIR-ACCT     ,ENABLE GAS TRANSMISSION  ,011346,NORTH,MQ,AR,PULASKI                       ,000001140,
CEDAR CHEMICAL CORP ACC,ENABLE GAS TRANSMISSION  ,011347,NORTH,MQ,AR,PHILLIPS                      ,000000001,
RM COURON INC          ,ENABLE GAS TRANSMISSION  ,011348,NORTH,MQ,AR,ARKANSAS                      ,000000001,
TOKUSEN USA IN ACC     ,ENABLE GAS TRANSMISSION  ,011349,NORTH,MQ,AR,FAULKNER                      ,000001570,
VERTAC SITE CONTRACTORS,ENABLE GAS TRANSMISSION  ,011350,NORTH,MQ,AR,PULASKI                       ,000000001,
CPS CHEMIC CO ACCT     ,ENABLE GAS TRANSMISSION  ,011351,NORTH,MQ,AR,CRITTENDEN                    ,000001900,
DELTA INC OF AR AC     ,ENABLE GAS TRANSMISSION  ,011352,NORTH,MQ,AR,CRAIGHEAD                     ,000001190,
UNIVERSITY PLAZA       ,ENABLE GAS TRANSMISSION  ,011353,NORTH,MQ,AR,SALINE                        ,000000001,
MCGEORGE CONSTRUCT-ACCT,ENABLE GAS TRANSMISSION  ,011354,NORTH,MQ,AR,PULASKI                       ,000000500,
USI LIGHTING/PRESCOLITE,ENABLE GAS TRANSMISSION  ,011355,NORTH,MQ,AR,UNION                         ,000000001,
CUMMINS CONSTRUCT-ACCT ,ENABLE GAS TRANSMISSION  ,011356,WEST2,MQ,OK,PONTOTOC                      ,000000001,
EST CENT UNIV ACCT     ,ENABLE GAS TRANSMISSION  ,011357,WEST2,MQ,OK,PONTOTOC                      ,000000940,
CAMERON UNIV ACCT      ,ENABLE GAS TRANSMISSION  ,011374,WEST2,MQ,OK,COMANCHE                      ,000001480,
COM CTY MEMOR-ACCT     ,ENABLE GAS TRANSMISSION  ,011375,WEST2,MQ,OK,COMANCHE                      ,000000830,
EAGLE IRON INC         ,ENABLE GAS TRANSMISSION  ,011376,WEST1,MQ,OK,KAY                           ,000000001,
BAR S FOODS@ALTUS      ,ENABLE GAS TRANSMISSION  ,011383,WEST1,MQ,OK,JACKSON                       ,000001760,
EASTERN OKLA STATE COLL,ENABLE GAS TRANSMISSION  ,011390,NEUT ,MQ,OK,LATIMER                       ,000000270,
FARM FRESH FOODS       ,ENABLE GAS TRANSMISSION  ,011400,WEST2,MQ,OK,COMANCHE                      ,000000001,
ELECTRON CORP          ,ENABLE GAS TRANSMISSION  ,011401,WEST1,MQ,OK,KAY                           ,000000001,
MCALESTER HOSPACCT     ,ENABLE GAS TRANSMISSION  ,011402,NEUT ,MQ,OK,PITTSBURG                     ,000000400,
MEDSOURCE LAUNDRY      ,ENABLE GAS TRANSMISSION  ,011403,NORTH,MQ,OK,COMANCHE                      ,000000001,
OKLA INVESTMENT CASTING,ENABLE GAS TRANSMISSION  ,011404,WEST1,MQ,OK,KAY                           ,000000001,
JP EMCO                ,ENABLE GAS TRANSMISSION  ,011405,WEST2,MQ,OK,PONTOTOC                      ,000000001,
WRANGLER               ,ENABLE GAS TRANSMISSION  ,011406,WEST2,MQ,OK,SEMINOLE                      ,000000001,
SW OK STATE U ACCT     ,ENABLE GAS TRANSMISSION  ,011407,WEST1,MQ,OK,CUSTER                        ,000001150,
GOODYEAR TIRE ACCT     ,ENABLE GAS TRANSMISSION  ,011408,WEST2,MQ,OK,COMANCHE                      ,000009090,
MACK ALF CORR ACCT     ,ENABLE GAS TRANSMISSION  ,011409,WEST2,MQ,OK,ATOKA                         ,000000430,
OKLA STATE PEN ACC     ,ENABLE GAS TRANSMISSION  ,011410,NEUT ,MQ,OK,PITTSBURG                     ,000000460,
OKLA ST REFRM ACCT     ,ENABLE GAS TRANSMISSION  ,011411,WEST1,MQ,OK,GREER                         ,000000320,
TERIS LLC-ACCT         ,ENABLE GAS TRANSMISSION  ,011412,SOUTH,MQ,AR,UNION                         ,000000001,
CHILDREN HOSP-ACCT     ,ENABLE GAS TRANSMISSION  ,011423,NORTH,MQ,AR,PULASKI                       ,000002580,
POROCEL CORP ACCT      ,ENABLE GAS TRANSMISSION  ,011426,NORTH,MQ,AR,PULASKI                       ,000003280,
AMFUEL (MAG) ACCT      ,ENABLE GAS TRANSMISSION  ,011427,SOUTH,MQ,AR,COLUMBIA                      ,000003120,
ST JOS MER HTH ACC     ,ENABLE GAS TRANSMISSION  ,011428,NORTH,MQ,AR,PIKE                          ,000003020,
EC ROWLETT CONST#1-ACCT,ENABLE GAS TRANSMISSION  ,011429,NORTH,MQ,AR,PULASKI                       ,000000620,
GRANGES @NEWPRT AC     ,ENABLE GAS TRANSMISSION  ,011430,NORTH,MQ,AR,JACKSON                       ,000001400,
WAYNE FARM LLC ACC     ,ENABLE GAS TRANSMISSION  ,011431,NORTH,MQ,AR,YELL                          ,000001870,
CMC STEEL ACCT         ,ENABLE GAS TRANSMISSION  ,011432,SOUTH,MQ,AR,COLUMBIA                      ,000002830,
MED CTR S ARK-G AC     ,ENABLE GAS TRANSMISSION  ,011433,SOUTH,MQ,AR,UNION                         ,000000340,
MED CTR S AR-W OAK ACCT,ENABLE GAS TRANSMISSION  ,011434,SOUTH,MQ,AR,UNION                         ,000000180,
UAMSC-ACCT@LR ACCT     ,ENABLE GAS TRANSMISSION  ,011435,NORTH,MQ,AR,PULASKI                       ,000004960,
SMOKY HOLLOW FOODS     ,ENABLE GAS TRANSMISSION  ,011436,NORTH,MQ,AR,PULASKI                       ,000000001,
COLEM HEAT TRT ACC     ,ENABLE GAS TRANSMISSION  ,011437,NORTH,MQ,AR,PULASKI                       ,000000340,
WINBURN TILE_ACCT      ,ENABLE GAS TRANSMISSION  ,011438,NORTH,MQ,AR,PULASKI                       ,000000001,
PECO FOODS ACCT #1     ,ENABLE GAS TRANSMISSION  ,011439,NORTH,MQ,AR,INDEPENDENCE                  ,000003620,
JEFF REG MED ACCT      ,ENABLE GAS TRANSMISSION  ,011440,NORTH,MQ,AR,JEFFERSON                     ,000000800,
ST BER REG MED ACC     ,ENABLE GAS TRANSMISSION  ,011441,NORTH,MQ,AR,CRAIGHEAD                     ,000001160,
SUNBEAM OUTDOOR ACCT   ,ENABLE GAS TRANSMISSION  ,011442,NORTH,MQ,AR,GREENE                        ,000000001,
HUDSON FEEDMIL ACC     ,ENABLE GAS TRANSMISSION  ,011443,SOUTH,MQ,AR,HEMPSTEAD                     ,000000330,
HUDSON FOODS ACCT      ,ENABLE GAS TRANSMISSION  ,011444,SOUTH,MQ,AR,HEMPSTEAD                     ,000001160,
IC BUS ACC @CONWAY     ,ENABLE GAS TRANSMISSION  ,011445,NORTH,MQ,AR,FAULKNER                      ,000001100,
G S ROOF @ LR ACCT     ,ENABLE GAS TRANSMISSION  ,011446,NORTH,MQ,AR,PULASKI                       ,000000700,
HILLS VALLEY FOODS     ,ENABLE GAS TRANSMISSION  ,011447,NORTH,MQ,AR,INDEPENDENCE                  ,000000001,
SUPERIOR GRAPHITE_ACCT ,ENABLE GAS TRANSMISSION  ,011448,NORTH,MQ,AR,POPE                          ,000001750,
BIBLER #2              ,ENABLE GAS TRANSMISSION  ,011449,NORTH,MQ,AR,POPE                          ,000000001,
BIBLER LUMBER-ACCT     ,ENABLE GAS TRANSMISSION  ,011450,NORTH,MQ,AR,POPE                          ,000002350,
THOMPSON IND ACCT      ,ENABLE GAS TRANSMISSION  ,011451,NORTH,MQ,AR,POPE                          ,000000001,
TIMEX CORP_ACCT        ,ENABLE GAS TRANSMISSION  ,011452,NORTH,MQ,AR,PULASKI                       ,000000001,
COLEMAN DAIRY          ,ENABLE GAS TRANSMISSION  ,011453,NORTH,MQ,AR,SALINE                        ,000000001,
ARK STATE UNI ACCT     ,ENABLE GAS TRANSMISSION  ,011454,NORTH,MQ,AR,CRAIGHEAD                     ,000002140,
FIB GLAS SYST ACCT     ,ENABLE GAS TRANSMISSION  ,011455,NORTH,MQ,AR,PULASKI                       ,000000570,
J&B FARMS              ,ENABLE GAS TRANSMISSION  ,011456,NORTH,MQ,AR,YELL                          ,000000001,
GENCORP AUTOMOTIVE     ,ENABLE GAS TRANSMISSION  ,011457,NORTH,MQ,AR,INDEPENDENCE                  ,000000001,
WEYERH_ACCT EMERSO     ,KTM INC                  ,011458,SOUTH,MQ,AR,COLUMBIA                      ,000003000,
BURLINGTON INDUSTRIES  ,ENABLE GAS TRANSMISSION  ,011459,NORTH,MQ,AR,ARKANSAS                      ,000000001,
PROD RICE MILL-ACC     ,ENABLE GAS TRANSMISSION  ,011462,NORTH,MQ,AR,ARKANSAS                      ,000007150,
PINE BLUFF SAND&GRAVEL ,ENABLE GAS TRANSMISSION  ,011463,NORTH,MQ,AR,JEFFERSON                     ,000000400,
HOOVER TRT ACCT@PB     ,ENABLE GAS TRANSMISSION  ,011465,NORTH,MQ,AR,JEFFERSON                     ,000000810,
TABER METALS ACCT      ,ENABLE GAS TRANSMISSION  ,011466,NORTH,MQ,AR,POPE                          ,000000680,
MUELLER COPPER_ACCT    ,ENABLE GAS TRANSMISSION  ,011467,NORTH,MQ,AR,CROSS                         ,000000610,
WORLD COLOR_ACCT       ,ENABLE GAS TRANSMISSION  ,011472,NORTH,MQ,AR,CRAIGHEAD                     ,000000001,
GENERAL ELECTRIC -ACCT ,ENABLE GAS TRANSMISSION  ,011475,NORTH,MQ,AR,CRAIGHEAD                     ,000000001,
MACMILLAN BLOEDEL      ,ENABLE GAS TRANSMISSION  ,011476,NORTH,MQ,AR,SALINE                        ,000000001,
KOPPERS INDUS ACCT     ,ENABLE GAS TRANSMISSION  ,011478,NORTH,MQ,AR,PULASKI                       ,000000760,
PHILLIPS LIGHTING      ,ENABLE GAS TRANSMISSION  ,011479,NORTH,MQ,AR,PULASKI                       ,000000001,
LADISH INC             ,ENABLE GAS TRANSMISSION  ,011480,NORTH,MQ,AR,POPE                          ,000000001,
TENNECO AUTO ACCT      ,ENABLE GAS TRANSMISSION  ,011481,NORTH,MQ,AR,GREENE                        ,000002600,
UNIV OF ARK@LR ACC     ,ENABLE GAS TRANSMISSION  ,011483,NORTH,MQ,AR,SALINE                        ,000002000,
OFF ST PUR(DOC-TUCKER) ,ENABLE GAS TRANSMISSION  ,011484,NORTH,MQ,AR,COUNTY NOT FOUND              ,000000001,
OFF ST PUR(DOC-GRADY)  ,ENABLE GAS TRANSMISSION  ,011485,NORTH,MQ,AR,LINCOLN                       ,000000001,
OFF ST PUR(DOC-P BLUFF),ENABLE GAS TRANSMISSION  ,011486,NORTH,MQ,AR,JEFFERSON                     ,000000001,
PAVERS INC             ,ENABLE GAS TRANSMISSION  ,011488,WEST2,MQ,OK,GRADY                         ,000000001,
ALTUS AIR FORCE BASE   ,ENABLE GAS TRANSMISSION  ,011489,WEST1,MQ,OK,JACKSON                       ,000000001,
FORT SILL ARMY         ,ENABLE GAS TRANSMISSION  ,011490,WEST2,MQ,OK,COMANCHE                      ,000014000,
MCALESTER ARMY ACC     ,ENABLE GAS TRANSMISSION  ,011491,NEUT ,MQ,OK,PITTSBURG                     ,000005200,
JET ASPHALT & ROCK CO  ,ENABLE GAS TRANSMISSION  ,011492,NORTH,MQ,AR,UNION                         ,000000001,
HALLIB ENERGY ACCT     ,ENABLE GAS TRANSMISSION  ,011493,WEST2,MQ,OK,STEPHENS                      ,000001700,
TIN INC MINDEN ACCT    ,ENABLE GAS TRANSMISSION  ,011495,SOUTH,MQ,LA,WEBSTER                       ,000000001,
IP RUSSELLVIL ACCT     ,ENABLE GAS TRANSMISSION  ,011496,NORTH,MQ,AR,POPE                          ,000000740,
INEOS COMP ACCT        ,ENABLE GAS TRANSMISSION  ,011501,NORTH,MQ,AR,PULASKI                       ,000003190,
DARLING WAREHOUSE(CORN),ENABLE GAS TRANSMISSION  ,011505,NORTH,MQ,AR,CRAIGHEAD                     ,000000001,
COOPER TIRE@ELDORA-ACCT,ENABLE GAS TRANSMISSION  ,011510,SOUTH,MQ,AR,UNION                         ,000000001,
RIVIANA FOODS INC      ,ENABLE GAS TRANSMISSION  ,011515,NORTH,MQ,AR,PULASKI                       ,000000001,
WATERLOO INDUSTRIES    ,ENABLE GAS TRANSMISSION  ,011519,NORTH,MQ,AR,CRAIGHEAD                     ,000000001,
WILLAMETTE-LILLIE      ,KTM INC                  ,011520,SOUTH,MQ,LA,UNION                         ,000000001,
PRINTPACK INC_ACCT     ,ENABLE GAS TRANSMISSION  ,011522,SOUTH,MQ,LA,CADDO                         ,000000250,
ARK CHILDREN'S HOSP ANX,ENABLE GAS TRANSMISSION  ,011525,NORTH,MQ,AR,PULASKI                       ,000000001,
CERC-STEEL FORGING ACCT,ENABLE GAS TRANSMISSION  ,011527,SOUTH,MQ,LA,CADDO                         ,000002000,
ERGON ASPALT ACCT      ,ENABLE GAS TRANSMISSION  ,011528,WEST2,MQ,OK,COMANCHE                      ,000000360,
TOMLIN #4 CP           ,STEPHENS PRODUCTION COMPA,011541,NORTH,M2,AR,SEBASTIAN                     ,000022200,
CONAGRA FM-ELDORADO-ACC,ENABLE GAS TRANSMISSION  ,011588,SOUTH,MQ,AR,UNION                         ,000000001,
OZARK BIBLE CTP        ,ENABLE MIDSTREAM PARTNERS,011606,NORTH,M2,AR,FRANKLIN                      ,000002000,
PLEASANT VALLEY CTP    ,ENABLE MIDSTREAM PARTNERS,011632,NORTH,M2,AR,POPE                          ,000077000,
RYE/STREET CTP         ,ENABLE MIDSTREAM PARTNERS,011644,NORTH,M2,AR,POPE                          ,000000500,
MUSTANG @ BINGER IC    ,MUSTANG GAS PRODUCTS LLC ,011654,WEST1,M2,OK,CADDO                         ,000045000,
SPIRO FIELD SUMMARY IC ,ENABLE MIDSTREAM PARTNERS,011675,NORTH,M2,OK,LE FLORE                      ,000035000,
LANG CTP               ,ENABLE MIDSTREAM PARTNERS,011689,NORTH,M2,AR,FRANKLIN                      ,000000500,
MOPAC CTP              ,ENABLE MIDSTREAM PARTNERS,011691,NORTH,M2,AR,SEBASTIAN                     ,000000500,
WILLIE TAYLOR CTP      ,ENABLE MIDSTREAM PARTNERS,011692,NORTH,M2,AR,SEBASTIAN                     ,000007500,
CONAGRA (ARCADIA)      ,ENABLE GAS TRANSMISSION  ,011694,SOUTH,MQ,LA,BIENVILLE                     ,000000001,
DELTA-CASE FARMS ARC AC,ENABLE GAS TRANSMISSION  ,011695,SOUTH,MQ,LA,BIENVILLE                     ,000001690,
DELTA-CASE FARMS PRO AC,ENABLE GAS TRANSMISSION  ,011696,SOUTH,MQ,LA,UNION                         ,000003020,
CONAGRA FM (CHOUDRANT) ,ENABLE GAS TRANSMISSION  ,011697,SOUTH,MQ,LA,LINCOLN                       ,000000001,
MANGUM BRICK COMPANY   ,MANGUM BRICK COMPANY     ,011728,WEST1,MQ,OK,GREER                         ,000002164,
CLARKSVILLE CTP        ,ENABLE MIDSTREAM PARTNERS,011730,NORTH,M2,AR,JOHNSON                       ,000003000,
WILSON/OZARK CTP       ,ENABLE MIDSTREAM PARTNERS,011733,NORTH,M2,AR,FRANKLIN                      ,000001000,
AEC #1/OZARK CTP       ,ENABLE MIDSTREAM PARTNERS,011734,NORTH,M2,AR,FRANKLIN                      ,000000750,
AEC #2/OZARK CTP       ,ENABLE MIDSTREAM PARTNERS,011735,NORTH,M2,AR,FRANKLIN                      ,000000500,
RED OAK #1 C.T.P.      ,ENABLE MIDSTREAM PARTNERS,011741,NEUT ,M2,OK,LATIMER                       ,000001000,
WILLIFORD C.T.P.       ,ENABLE MIDSTREAM PARTNERS,011743,NEUT ,M2,OK,LATIMER                       ,000001000,
MUSTANG C.T.P.         ,ENABLE MIDSTREAM PARTNERS,011744,NEUT ,M2,OK,LATIMER                       ,000001500,
EXCELSIOR CTP          ,ENABLE MIDSTREAM PARTNERS,011763,NORTH,M2,AR,SEBASTIAN                     ,000007500,
VIVIAN SAND CTP        ,ENABLE MIDSTREAM PARTNERS,011781,SOUTH,M2,LA,CADDO                         ,000000500,
METCALF (KELLY) CTP    ,ENABLE MIDSTREAM PARTNERS,011784,SOUTH,M2,LA,CADDO                         ,000000100,
WEYERHAEUSER-W MEMP-ACC,KTM INC                  ,011810,NORTH,MQ,AR,CRITTENDEN                    ,000000001,
WILLAM-MALVER-ACCT     ,KTM INC                  ,011811,NORTH,MQ,AR,HOT SPRING                    ,000008600,
CERC-LIBBEY GLASS ACCT ,ENABLE GAS TRANSMISSION  ,011827,SOUTH,MQ,LA,CADDO                         ,000002800,
